"Occupancy","Capacity","QueueLength","TrafficConditionNearby","IsSpecialDay","VehicleType","Model2Price","time","diff"
"218","470","1","low","0","bike","10.93","1752074098718","1"
"206","485","7","high","0","bike","13.06","1752074098718","1"
"179","577","3","low","1","car","12.18","1752074098718","1"
"537","690","2","low","0","truck","12.19","1752074098718","1"
"1261","2937","5","average","0","bike","12.4","1752074098718","1"
"278","387","2","low","0","car","11.85","1752074098718","1"
"780","2009","3","average","0","car","11.82","1752074098718","1"
"614","2803","3","low","0","car","11.85","1752074098718","1"
"1365","2009","12","high","1","car","15.9","1752074098718","1"
"1133","3103","8","high","0","car","13.72","1752074098718","1"
"597","2937","2","low","0","car","11.42","1752074098718","1"
"242","485","9","high","1","bike","14.21","1752074098718","1"
"493","1322","5","average","1","bike","12.6","1752074098718","1"
"794","1200","4","average","0","car","12.47","1752074098718","1"
"250","687","2","low","0","car","11.55","1752074098718","1"
"1287","2937","6","average","0","car","13.12","1752074098718","1"
"434","470","7","high","0","car","13.77","1752074098718","1"
"822","2937","3","low","1","car","12.15","1752074098718","1"
"1338","2937","5","average","0","bike","12.42","1752074098718","1"
"360","470","2","low","0","bike","11.6","1752074098718","1"
"295","1200","2","low","1","cycle","11.7","1752074098718","1"
"2560","3883","4","average","0","car","12.47","1752074098718","1"
"472","690","3","low","0","car","12.24","1752074098718","1"
"399","470","3","average","0","bike","11.92","1752074098718","1"
"395","485","8","high","0","bike","13.8","1752074098718","1"
"684","1322","8","high","0","car","13.85","1752074098718","1"
"1389","2009","10","high","0","car","14.83","1752074098718","1"
"558","690","4","low","0","bike","12.47","1752074098718","1"
"815","1322","2","low","0","car","11.76","1752074098718","1"
"234","485","6","average","1","bike","13.11","1752074098718","1"
"355","1200","4","average","0","car","12.16","1752074098718","1"
"1214","2937","4","average","0","cycle","12.26","1752074098718","1"
"627","690","4","average","0","car","12.67","1752074098718","1"
"66","577","1","low","0","car","10.93","1752074098718","1"
"467","687","11","high","1","bike","15.19","1752074098718","1"
"901","2937","3","low","0","car","11.92","1752074098718","1"
"1398","2009","5","average","0","cycle","12.91","1752074098718","1"
"296","387","3","average","0","car","12.14","1752074098718","1"
"794","1200","6","average","0","car","13.3","1752074098718","1"
"2629","3883","3","low","0","car","12.23","1752074098718","1"
"451","1322","2","low","0","car","11.53","1752074098718","1"
"645","1200","2","low","0","bike","11.41","1752074098718","1"
"2661","3883","5","low","0","car","13.07","1752074098718","1"
"1373","2009","9","high","0","car","14.4","1752074098718","1"
"468","687","8","high","0","car","13.98","1752074098718","1"
"347","485","5","average","0","car","12.93","1752074098718","1"
"1078","2937","3","low","0","car","11.97","1752074098718","1"
"376","485","8","high","0","car","14.06","1752074098718","1"
"467","470","7","high","0","car","13.83","1752074098718","1"
"679","690","8","high","0","truck","14.53","1752074098718","1"
"470","687","6","high","0","bike","12.86","1752074098718","1"
"116","2803","3","low","1","bike","11.66","1752074098718","1"
"3194","3883","6","average","0","car","13.44","1752074098718","1"
"165","577","4","average","0","bike","11.86","1752074098718","1"
"1485","1920","7","average","0","car","13.81","1752074098718","1"
"51","577","1","low","0","car","10.91","1752074098718","1"
"460","485","2","low","0","bike","11.75","1752074098718","1"
"3188","3883","10","high","0","cycle","14.93","1752074098718","1"
"201","577","6","high","0","bike","12.58","1752074098718","1"
"536","1322","3","low","0","car","12.0","1752074098718","1"
"283","485","2","low","0","car","11.74","1752074098718","1"
"1445","3883","3","low","0","truck","12.27","1752074098718","1"
"126","470","1","low","0","bike","10.77","1752074098718","1"
"991","2009","5","average","0","car","12.74","1752074098718","1"
"135","1200","1","low","0","truck","11.22","1752074098718","1"
"1228","3103","9","high","0","car","14.16","1752074098718","1"
"747","1200","6","high","0","car","13.1","1752074098718","1"
"312","470","2","low","0","car","11.8","1752074098718","1"
"2881","3883","4","average","0","car","12.53","1752074098718","1"
"204","577","7","high","0","bike","13.0","1752074098718","1"
"276","485","7","high","0","bike","13.18","1752074098718","1"
"1122","2937","3","low","0","car","11.99","1752074098718","1"
"1322","2937","10","high","0","bike","14.33","1752074098718","1"
"1257","2009","8","high","0","car","13.94","1752074098718","1"
"652","690","4","average","0","car","12.7","1752074098718","1"
"962","3103","8","high","0","bike","13.38","1752074098718","1"
"906","1322","9","high","0","car","14.4","1752074098718","1"
"458","470","7","high","0","car","13.81","1752074098718","1"
"450","2803","2","low","0","car","11.38","1752074098718","1"
"206","577","6","high","0","car","12.88","1752074098718","1"
"945","3103","3","low","0","truck","12.21","1752074098718","1"
"1397","2937","10","high","0","car","14.65","1752074098718","1"
"551","577","4","average","0","car","12.71","1752074098718","1"
"598","1322","3","low","0","car","12.04","1752074098718","1"
"592","690","3","low","0","car","12.38","1752074098718","1"
"830","2937","8","high","0","car","13.65","1752074098718","1"
"440","485","8","high","0","car","14.17","1752074098718","1"
"639","1200","2","low","0","car","11.69","1752074098718","1"
"859","1200","8","high","0","car","14.01","1752074098718","1"
"405","470","3","low","0","bike","12.09","1752074098718","1"
"292","387","2","low","0","truck","12.17","1752074098718","1"
"542","3103","2","low","0","car","11.4","1752074098718","1"
"699","1322","8","high","0","car","13.86","1752074098718","1"
"1059","2803","3","low","0","bike","11.69","1752074098718","1"
"240","577","2","low","1","car","11.85","1752074098718","1"
"662","690","9","high","0","car","14.63","1752074098718","1"
"3002","3883","6","low","1","truck","14.1","1752074098718","1"
"395","470","2","low","0","car","11.95","1752074098718","1"
"1531","2803","4","low","1","car","12.79","1752074098718","1"
"285","485","5","average","1","truck","13.36","1752074098718","1"
"1277","2803","9","high","0","car","14.21","1752074098718","1"
"916","2009","6","average","0","car","13.13","1752074098718","1"
"639","2803","6","average","0","car","12.94","1752074098718","1"
"704","1200","3","low","0","car","12.16","1752074098718","1"
"114","470","2","low","0","car","11.45","1752074098718","1"
"333","485","5","average","0","car","12.91","1752074098718","1"
"1012","1920","3","low","0","cycle","12.11","1752074098718","1"
"2202","3883","4","average","0","car","12.39","1752074098718","1"
"189","485","2","low","0","car","11.57","1752074098718","1"
"537","2937","6","average","1","truck","13.44","1752074098718","1"
"631","687","9","high","0","car","14.6","1752074098718","1"
"272","485","2","low","0","car","11.72","1752074098718","1"
"373","2803","3","average","0","car","11.61","1752074098718","1"
"393","387","4","average","0","bike","12.47","1752074098718","1"
"498","687","2","average","0","car","11.69","1752074098718","1"
"1467","3883","10","high","0","car","14.56","1752074098718","1"
"467","1322","2","low","0","truck","11.84","1752074098718","1"
"256","485","2","low","0","car","11.69","1752074098718","1"
"686","690","8","high","0","bike","13.95","1752074098718","1"
"194","690","7","high","1","car","13.48","1752074098718","1"
"264","485","4","average","0","truck","12.66","1752074098718","1"
"1002","1322","8","high","0","car","14.05","1752074098718","1"
"505","2803","3","average","0","car","11.65","1752074098718","1"
"289","690","2","low","0","car","11.6","1752074098718","1"
"553","2937","8","average","1","car","13.99","1752074098718","1"
"2358","3883","3","low","0","car","12.17","1752074098718","1"
"1151","3103","9","high","0","bike","13.85","1752074098718","1"
"498","2803","2","low","0","car","11.4","1752074098718","1"
"227","470","5","average","1","bike","12.69","1752074098718","1"
"509","1322","4","average","0","car","12.24","1752074098718","1"
"311","470","2","low","0","car","11.8","1752074098718","1"
"911","2937","5","average","0","truck","12.88","1752074098718","1"
"1266","3103","9","high","0","truck","14.46","1752074098718","1"
"746","3103","4","low","1","car","12.53","1752074098718","1"
"673","1920","11","high","1","car","15.21","1752074098718","1"
"187","687","2","low","0","bike","11.19","1752074098718","1"
"1505","3883","8","average","1","truck","14.45","1752074098718","1"
"428","2803","2","low","0","truck","11.67","1752074098718","1"
"156","1200","2","low","1","truck","11.9","1752074098718","1"
"1397","2937","6","average","0","car","13.15","1752074098718","1"
"345","387","9","high","1","truck","15.12","1752074098718","1"
"203","387","3","low","0","bike","11.81","1752074098718","1"
"334","387","4","average","0","car","12.64","1752074098718","1"
"1151","2803","3","low","0","truck","12.3","1752074098718","1"
"1778","3103","10","high","0","car","14.73","1752074098718","1"
"465","470","4","average","0","car","12.74","1752074098718","1"
"1402","2009","2","low","0","bike","11.54","1752074098718","1"
"359","387","5","average","0","bike","12.81","1752074098718","1"
"522","2803","4","average","0","bike","11.78","1752074098718","1"
"1491","2009","7","average","0","bike","13.49","1752074098718","1"
"828","1322","4","average","0","cycle","12.44","1752074098718","1"
"1113","1920","4","low","0","car","12.57","1752074098718","1"
"554","687","2","low","0","car","11.92","1752074098718","1"
"114","2803","2","low","1","bike","11.24","1752074098718","1"
"1252","2937","3","low","0","car","12.02","1752074098718","1"
"647","2803","3","low","0","bike","11.57","1752074098718","1"
"614","2803","8","average","1","bike","13.72","1752074098718","1"
"773","1200","7","high","0","truck","13.83","1752074098718","1"
"1198","2937","4","low","0","car","12.42","1752074098718","1"
"172","577","6","high","0","car","12.83","1752074098718","1"
"1343","3103","7","average","1","car","13.78","1752074098718","1"
"565","690","2","low","0","car","11.93","1752074098718","1"
"1245","2009","4","low","0","truck","12.89","1752074098718","1"
"1376","1920","5","average","0","bike","12.64","1752074098718","1"
"581","687","2","low","0","truck","12.25","1752074098718","1"
"206","577","3","low","1","car","12.21","1752074098718","1"
"298","577","4","average","0","car","12.35","1752074098718","1"
"244","387","3","average","0","car","12.03","1752074098718","1"
"982","2009","3","low","0","car","12.07","1752074098718","1"
"668","1200","9","high","0","bike","14.01","1752074098718","1"
"1392","2009","6","high","0","car","13.16","1752074098718","1"
"215","387","2","low","0","car","11.71","1752074098718","1"
"271","485","2","low","0","car","11.72","1752074098718","1"
"337","485","5","average","1","bike","12.87","1752074098718","1"
"543","690","3","low","0","car","12.32","1752074098718","1"
"606","690","2","low","0","car","11.98","1752074098718","1"
"263","485","7","high","0","cycle","13.45","1752074098718","1"
"633","1200","3","average","0","bike","11.65","1752074098718","1"
"1195","3103","6","average","0","cycle","13.07","1752074098718","1"
"1105","3883","8","average","1","car","14.07","1752074098718","1"
"124","387","2","average","0","car","11.35","1752074098718","1"
"1214","3103","9","high","0","bike","13.87","1752074098718","1"
"378","470","4","average","0","car","12.59","1752074098718","1"
"900","3103","3","low","0","car","11.91","1752074098718","1"
"327","387","3","low","0","truck","12.66","1752074098718","1"
"628","690","3","low","0","bike","12.13","1752074098718","1"
"1369","2009","6","average","0","car","13.32","1752074098718","1"
"540","2803","4","average","0","cycle","12.08","1752074098718","1"
"144","1200","4","low","1","car","12.43","1752074098718","1"
"847","3883","2","low","0","car","11.43","1752074098718","1"
"449","470","5","average","0","car","13.13","1752074098718","1"
"578","2803","6","average","0","car","12.92","1752074098718","1"
"836","2937","3","low","0","car","11.9","1752074098718","1"
"393","387","8","high","0","bike","13.97","1752074098718","1"
"818","1200","8","high","0","car","13.98","1752074098718","1"
"357","1322","2","low","1","bike","11.43","1752074098718","1"
"401","470","5","average","0","truck","13.34","1752074098718","1"
"1265","2937","6","average","0","car","13.11","1752074098718","1"
"2346","3883","10","high","0","car","14.75","1752074098718","1"
"466","2937","3","low","1","bike","11.76","1752074098718","1"
"113","690","8","high","1","car","13.8","1752074098718","1"
"1589","2009","9","average","1","car","14.91","1752074098718","1"
"833","3883","4","low","1","bike","12.22","1752074098718","1"
"664","2937","4","low","1","car","12.52","1752074098718","1"
"336","387","7","high","0","bike","13.43","1752074098718","1"
"1095","2937","3","low","0","car","11.98","1752074098718","1"
